valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;tipo;suite;academia;varanda;transporte;salao;planejado;acabamento
1490000;Horta imobiliária vende Apartamento reformado na Rua da Passagem. Possui uma ampla varanda, uma sala em dois ambientes, 3 quartos sendo 1 suíte, banheiro social, cozinha, banheiro...;Botafogo; Rio de Janeiro;3;1;3;97;330;900;Nenhuma;2;1;0;1;0;0;0;0
640000;O apartamento está localizado no bairro Parque Residencial Aquarius tem 93 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui espaço jardinado. Vai lhe possibilitar...;Rua das Carpas; Parque Residencial Aquarius;3;2;2;93;113;665;Nenhuma;2;1;0;0;1;0;0;0
155000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Rua Helena Zerrener; Liberdade;1;0;1;30;0;304;Super destaque;9;0;0;0;0;0;0;0
2531240;O Imperial Tennis Residence está em uma localização privilegiada, rua República Argentina esquina com rua São Pedro da União, entre Praça Nova York e Praça Alaska, sem dúvida o mel...;Rua República Argentina; Sion;4;3;4;159;700;1700;Super destaque;9;0;0;0;0;0;0;0
4400000;Apartamento raro no Jardins. Localizado em rua tranquila na parte plana, muito perto do Paulistano e com o que todo mundo deseja: um grande terraço em toda a sua extensão. Planta e...;Rua Barão de Capanema; Jardim América;3;2;4;280;1300;3650;Super destaque;2;0;0;1;0;0;0;0
162500;Oportunidade para você que busca investir e construir o seu comércio, residência ou os dois juntos com um lote de 250 m², infraestrutura de qualidade superior e valorização do lote...;Condominio Catagua Way; Taubaté;1;0;1;250;0;0;Nenhuma;8;0;0;0;0;0;0;0
530000;RJ   TERESÓPOLIS   ALTO  BELLISÍMO APARTAMENTO NO ALTO próximo a feirinha, faculdade unifeso, pontos turísticos como parque nacional e serra dos orgãos com diversas trilhas.  Compo...;Alto; Teresópolis;3;2;3;76;902;697;Nenhuma;2;0;0;0;0;0;0;0
450000;Piscina, Espaço gourmet, Academia, Brinquedoteca, Quadra esportiva, Playground e Salão de jogos  ;Pechincha; Rio de Janeiro;3;1;2;65;100;690;Nenhuma;9;0;1;0;0;1;0;0
299000;Não perca essa oportunidade de sair do aluguel, e adquira o imóvel na praia que você possa chamar de seu! Apartamento no bairro Guilhermina em Praia Grande com 72 m² de área útil,...;Rua Ipanema; Vila Guilhermina;2;1;2;72;300;450;Nenhuma;2;0;0;0;0;0;0;0
260000;Grande oportunidade de ter sua chácara no interior de SP.  Chácara com 2.900m² para você aproveitar como quiser.  Com tudo que você precisa, tem tudo próximo.  Para melhorar seus d...;Rua Marechal Deodoro; Pião;2;0;1;2900;100;0;Nenhuma;9;0;0;0;0;0;0;0
199000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Jardim Leopoldina, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 40.98 m² e área tot...;Jardim Leopoldina; Porto Alegre;2;1;1;40;24;244;Nenhuma;2;0;0;0;0;0;0;0
260000;Ótimo terreno com duas frentes de frente para o lago com escritura registrada ideal para chácara, casa de campo ou mesmo para sua residência por ser muito próximo ao centro da cida...;Parque Caetê; Bragança Paulista;1;0;1;2070;0;0;Nenhuma;6;0;0;0;0;0;0;0
650000;Le Quartier   Setor Bueno  Apartamento à venda no Le Quartier, no Setor Bueno! São 94 m² de área privativa, com 3 suítes plenas, e 2 vagas de garagem (gaveta). *Não acompanha mobíl...;Avenida T 13; Setor Bueno;3;2;3;94;0;480;Nenhuma;2;1;0;0;0;0;0;0
170240;SCIRE Naturia   A sua localização está numa região crescente em São José, o bairro é cercado por uma exuberante vegetação de Mata Atlântica, próximo ao SCIRE Naturia está a entrada...;Rua Celso José Kuerten; Sertao do Maruim;2;1;1;45;0;0;Destaque;9;0;0;0;0;0;0;0
589450;O empreendimento certo para quem busca um lugar tranquilo para morar, próximo ao centro comercial de Santo Amaro e com fácil acesso à todas as regiões da cidade. Aproveite o melhor...;Rua Jupi; Santo Amaro;3;1;2;71;0;0;Nenhuma;9;0;0;0;0;0;0;0
450000;Apartamento muito bem decorado no Bairro Alto Umuarama com 85m2, 02 vagas soltas, sala 02 ambientes com mesa e cadeiras, cozinha com armários, fogão e coifa, 03 quartos com armário...;Alto Umuarama; Uberlândia;3;2;2;85;0;180;Nenhuma;2;0;0;0;0;0;0;0
195000;Apartamento com 02 dormitórios, sala, cozinha, área de serviço e 01 vaga de garagem coberta.  Condomínio de apartamentos no bairro Villa Jardini, região mangal, zona oeste de Soroc...;Vila Jardini; Sorocaba;2;1;1;54;0;150;Nenhuma;2;0;0;0;0;0;0;0
464000;Com mais de 7.600m² de Área de Lazer o Empreendimento apresenta um conceito diferenciado ao conectar 3 grandes espaços de lazer através de uma passarela suspensa. Cada um dos espaç...;São Vicente; Itajaí;3;2;2;85;0;300;Nenhuma;9;0;0;0;0;0;0;0
500000;Excelente reisdência com 03 dormitórios,sendo 01 suíte, sala ampla e armários em todos os cômodos. Churrasqueira e quarto de despejo no quintal.Situada em avenida conceituada !!Par...;Jardim Nova Europa; Campinas;3;1;3;90;0;0;Destaque;9;1;0;0;0;0;0;0
195000;Sala Comercial para venda e locação na Vila Bastos em frente a Prefeitura de Santo André. Ótima localização, 30m² de área privativa , 01 banheiro, copa, 01 vaga de garagem. Utilize...;Vila Bastos; Santo André;1;1;1;30;149;358;Nenhuma;5;0;0;0;0;0;0;0
257526;"Apartamento conta com:   70,93 m2 de área privativa, sendo 58,93 m2 de área aberta;   01 suíte;   wc social;   face norte;   sala de tv;   cozinha;   pé direito de 2,60 m;   área d...";Costa E Silva; Joinville;2;1;2;59;0;0;Nenhuma;2;1;0;0;0;0;0;0
372500;  Sobre a Localização:  Imóvel com excelente localização, próximo das principais vias da cidade. O Local possui infraestrutura completa como: Mercados, padarias, condução, shopping...;Vila Antonieta; São Paulo;3;1;2;70;1;460;Nenhuma;9;0;0;0;0;0;0;0
380000;Cobertura a venda Bairro Vila América em Santo André 02 dormitórios 01 suíte, sala, cozinha, área de serviço, 01 vaga de garagem. (51m²)+(51m²) 102m² , Escada interna. Elevador até...;Vila America; Santo André;2;1;2;102;150;100;Nenhuma;2;1;0;0;0;0;0;0
385000;Apartamento a venda em uma excelente localização, trata se de um maravilhoso apartamento de 2 dormitórios sendo 1 suíte, sala, cozinha, 3 banheiros, despensa e 1 vaga de garagem. A...;Rua Dona Maria Luíza Pereira Queiroz; Parque Itália;2;1;3;64;1106;412;Nenhuma;2;1;0;0;0;0;0;0
470000;"Loft: Apto Belém | 3 Quartos | 61 m² | Cond: R$500.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no nosso site...";Rua Ferreira de Oliveira; Pari;3;1;2;61;149;500;Nenhuma;2;0;0;0;0;0;0;0
420000;Apartamento Novo com Varanda Gourmet e Vista para Piscina... Venha ser o Primeiro Morador!! Churrasqueira, Academia, Piscina, Salão de Festas, Portaria 24h, Prédio com Elevador......;Bairro do Uberaba; Bragança Paulista;3;2;2;75;0;0;Nenhuma;2;0;1;1;0;1;0;0
1800000;Venha conhecer esse amplo sobrado! Área útil de 188 m² e área total de 200 m². No piso superior uma casa residencial e no piso térreo um galpão comercial onde hoje é uma oficina me...;Mirandópolis; São Paulo;2;0;1;188;683;0;Super destaque;6;0;0;0;0;0;0;0
644599;Para os momentos do dia a dia que pedem segurança e praticidade, nada como um lugar moderno, compacto, aconchegante e perto de tudo. Assim é o Sapphire Studios & Gallery, o mais no...;Rua João Pio Duarte Silva; Córrego Grande;1;1;1;53;0;0;Super destaque;4;0;0;0;0;0;0;0
1200000;Casa nova em fase final de construção. sala com lareira com cozinha americana integrada, 2 quartos sendo 1 suíte área de serviço. Em torno da casa ampla varanda e deck frontal. Loc...;Campeche; Florianópolis;2;2;2;347;1300;50;Super destaque;6;1;0;1;0;0;0;0
492957;O Barra Garden é um empreendimento conectado com a natureza na área mais valorizada da Barra dos Coqueiros. Aproveite esta oportunidade para reinventar a sua felicidade e receber d...;Centro; Barra dos Coqueiros;3;0;1;80;0;0;Nenhuma;9;0;0;0;0;0;0;0
150000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Cristal, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 42.00 m² e área total de 50.0...;Cristal; Porto Alegre;1;1;1;42;82;230;Nenhuma;2;0;0;0;0;0;0;0
1990000;Ótima oportunidade no Campo Belo, próximos de bares, supermercados e restaurantes.Agende uma visita!!!  ;Campo Belo; São Paulo;4;3;6;174;1000;2300;Nenhuma;9;0;0;0;0;0;0;0
380000;APARTAMENTO A VENDA, BANDEIRA BRANCA, JACAREÍ, 3 DORMS SENDO 1 SUÍTE, 2 VAGAS DE GARAGEM, AU 72M2, R$ 380.000,00 REF 56907   R$ R$ 380.000,00   Maciel Negócios Imobiliários Ltda  ...;Centro; Jacareí;3;2;1;72;0;330;Nenhuma;2;1;0;0;0;0;0;0
379000;Apartamento à Venda, 71m² por R$ 379,000. Vila Castelo   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua Canuto Borelli; Vila Castelo;3;1;2;71;0;0;Nenhuma;2;0;0;0;0;0;0;0
585000;Apartamento à Venda, 113m² por R$ 585,000. Bacacheri   Curitiba/PR   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Imóveis de Primeira Norte!...;Rua Vinte e Nove de Junho; Bacacheri;3;2;2;113;92;350;Nenhuma;2;0;0;0;0;0;0;0
574000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Bom Jesus, em Porto Alegre, com 2 dormitório(s), 2 vaga(s) de garagem, com área privativa de 66.41 m² e área total de 10...;Bom Jesus; Porto Alegre;2;2;2;66;0;313;Nenhuma;2;0;0;0;0;0;0;0
640000;Apartamento para venda em Campo Grande de 100.00m² com 2 Quartos, 1 Suite e 1 Garagem;Campo Grande; Santos;2;1;2;100;0;730;Nenhuma;2;1;0;0;0;0;0;0
867600;Apartamento à Venda, 76m² por R$ 867,600. Saúde   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pree...;Rua Caramuru; Saúde;3;1;2;76;0;0;Nenhuma;2;0;0;0;0;0;0;0
270000;Que tal morar em uma rua plana e com todo o comércio ao seu redor? Esse 2 quartos é o que você precisa!    Esse imóvel fica próximo a todo comércio do bairro Santa Terezinha, conhe...;Rua Humberto de Campos; Santa Terezinha;2;1;1;70;0;22368;Nenhuma;9;0;0;0;0;0;0;0
890000;Vila Olimpia . Localização premium , muito próximo do Shopping Vila Olimpia e JK. Apto com 65m2 2 dormitórios 1 vaga. Apartamento todo reformado com piso de madeira , armários plan...;Rua Helena; Vila Olímpia;2;1;2;70;210;1035;Nenhuma;2;0;0;0;0;0;0;0
828436;Apartamento à Venda, 68m² por R$ 828,436. Saúde   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pree...;Rua General Camisão; Saúde;2;1;2;68;0;0;Nenhuma;2;0;0;0;0;0;0;0
175000;REF 37619   R$ R$ 175.000,00   Maciel Negócios Imobiliários Ltda   CRECI 11.956 J   www.imobiliariamaciel.com.br Atualizado em;Bosque dos Eucaliptos; São José dos Campos;2;1;1;58;33;293;Nenhuma;9;0;0;0;0;0;0;0
515000;Belíssimo apartamento à venda no condomínio Perfect Life, localizado no Swift, com localização privilegiada próximo ao Extra Abolição, universidades Unip e São Leopoldo Mandic e vá...;Rua Martinho Calsavara; Swift;3;2;2;78;120;500;Nenhuma;2;0;0;0;0;0;0;0
387000;O Terrace Square é o empreendimento pra quem busca um contato mais profundo com o mar e a natureza. Localizado a apenas 160 m da praia, esse é o lugar certo pra quem quer sentir a...;Rua Potiguares; Vila Tupi;2;1;2;73;0;0;Nenhuma;9;0;0;0;0;0;0;0
720000;Lindo apartamento pronto para morar no Condomínio United Home excelente distribuição varanda gourmet com churrasqueira a gás integrado com a sala e com a cozinha sala para 2 ambien...;Avenida Thomas Edison; Barra Funda;2;1;2;69;120;450;Nenhuma;2;0;0;1;0;0;0;0
175000;"Oportunidade área comercial com 128,00 m², frente para avenida em Pinhalzinho São Paulo;  Lote plano de esquina, com excelente localização, fácil acesso, rua comercial;  Documento...";Centro; Pinhalzinho;1;0;1;128;0;0;Nenhuma;8;0;0;0;0;0;0;0
778000;Riserva 35   Construtora Swell  O acabamento perfeito do Riserva 35 garante uma vida sofisticada e exclusiva. São 35 unidades de alto padrão, distribuídas em uma única torre com do...;Rua Reinaldino Schaffenberg de Quadros; Cristo Rei;2;2;2;88;0;0;Nenhuma;9;0;0;0;0;0;0;0
250000;A casa está localizado no bairro Parque das Amendoeiras com 100 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros;Rua Alexandre Alves da Costa; Parque das Amendoeiras;2;1;2;100;0;0;Nenhuma;6;1;0;0;1;0;0;0
450000;Apartamento para venda em Jardim Margarida de 75.00m² com 3 Quartos, 1 Suite e 2 Garagens;Jardim Margarida; Campinas;3;2;3;75;0;296;Nenhuma;2;1;0;0;0;0;0;0
375000;More em um Condomínio Home Club ! Lindíssimo Apartamento com 3 Dormitórios, sendo 1 suíte. .   Ficam Todos os Móveis   É entrar e morar !   Sacada com Churrasqueira   Ambientes Int...;Escola Agrícola; Blumenau;3;2;2;75;0;500;Nenhuma;2;1;0;1;0;0;0;0
2249000;Lindos apartamentos de 157m², 4 dormitórios, 2 suítes, 2 vagas e amplo terraço com churrasqueira, na Rua Aimberê. More a poucos minutos do Metrô Vila Madalena, com fácil acesso à A...;Perdizes; São Paulo;4;2;5;157;0;1570;Super destaque;2;1;0;1;0;0;0;0
4000000;Magnífico apartamento, 423m², Frente, arejado, espaço amplo, totalmente mobiliado, iluminação natural externa ótima, montado, todo equipado, tudo em perfeito estado, apartamento of...;Praia do Flamengo; Flamengo;4;0;1;423;1450;4000;Super destaque;2;0;0;0;0;0;0;0
1600000;A cobertura duplex está localizado no bairro Recreio dos Bandeirantes tem 400 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros Possui sacada.Elevador que garante o trans...;Estrada Benvindo de Novaes; Recreio Dos Bandeirantes;3;3;5;400;9888;1500;Super destaque;2;1;0;1;1;0;0;0
485000;Lindo Cond. Fechado   Casa toda Mobiliada!2 suites, sala 2 ambientes, cozinha planejada, área de serviço, lavabo, varanda, 2 vagas de garagem.;Rua Aburá; Sítio do Mandaqui;2;2;3;90;0;120;Nenhuma;6;1;0;1;0;0;1;0
700000;O apartamento no bairro Parque 10 de Novembro tem 124 metros quadrados com 3 quartos sendo 2 suites e 4 banheiros Possui área de fitness, área de brinquedo para as crianças, espaço...;Avenida Maneca Marques; Parque Dez de Novembro;3;2;4;124;0;0;Destaque;2;1;0;0;1;0;0;0
429000;Viver no residencial Tamboré é ter todas as possibilidades para uma vida completa. É saber que o lazer, a tranquilidade o conforto, a liberdade e o contato permanente com a naturez...;; Monte Alegre do Sul;1;0;1;600;0;0;Nenhuma;9;0;0;0;0;0;0;0
450000;"Loft: Apto Vila Prudente | 3 Quartos | 63 m² | Cond: R$600.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no no...";Rua Ibitirama; Vila Prudente;3;1;2;63;156;600;Destaque;2;0;0;0;0;0;0;0
200000;Aceitamos Financiamento Bancário!!  Nascente , 4° andar.  Imóvel com 2 quartos, banheiro, sala, cozinha e área de serviço.  Características: cond. fechado, porteiro físico, garagem...;Rua Colônia Boa União; Boa Uniao Abrantes;2;1;1;49;0;368;Nenhuma;9;0;0;0;0;0;0;0
205179;PLANTÃO DE VENDAS ACERTE IMOBILIÁRIA AMANDA MOURA CORRETORA DE IMÓVEIS CRECI J407 CONTATO: (9.8) 9.8.4.3.2.1.7.8.1  O ILHA DO CONDE é um empreendimento da Construtora TREVISO local...;Turu; São Luís;2;1;2;58;0;0;Nenhuma;9;0;0;0;0;0;0;0
205179;PLANTÃO DE VENDAS ACERTE IMOBILIÁRIA AMANDA MOURA CORRETORA DE IMÓVEIS CRECI J407 CONTATO: (9.8) 9.8.4.3.2.1.7.8.1  O ILHA DO CONDE é um empreendimento da Construtora TREVISO local...;Turu; São Luís;2;1;2;58;0;0;Nenhuma;9;0;0;0;0;0;0;0
213000;Apartamento com armários planejados na cozinha, sala com painel de tv, dormitórios amplos com armários planejados e banheiro com gabinete e box de vidro temperado, toda a iluminaçã...;Vila Rica; Sorocaba;2;1;1;52;42;260;Nenhuma;2;0;0;0;0;0;1;1
1038400;O ARTE ARQUITETURA esta em fase de CONSTRUÇÃO, com a previsão de entrega para MAIO de 2022.  São apartamentos de 166 m² com 03 suítes, terraço social e gourmet com vista 180 graus,...;Rua Professor Francisco de Castro; Vila Clementino;2;2;2;81;1;1;Nenhuma;2;1;0;1;0;0;0;0
670000;Localizado na zona sul da capital, mais precisamente na Rua Coronel Luís Barroso, o novo empreendimento da Trisul é facilmente acessado pela a Avenida João Dias e a Avenida Santo A...;Rua Coronel Luís Barroso; Santo Amaro;2;1;2;59;0;0;Nenhuma;9;0;0;0;0;0;0;0
670000;Localizado na zona sul da capital, mais precisamente na Rua Coronel Luís Barroso, o novo empreendimento da Trisul é facilmente acessado pela a Avenida João Dias e a Avenida Santo A...;Rua Coronel Luís Barroso; Santo Amaro;2;1;2;59;0;0;Nenhuma;9;0;0;0;0;0;0;0
673000;Localizado na zona sul da capital, mais precisamente na Rua Coronel Luís Barroso, o novo empreendimento da Trisul é facilmente acessado pela a Avenida João Dias e a Avenida Santo A...;Rua Coronel Luís Barroso; Santo Amaro;2;1;2;59;0;0;Nenhuma;9;0;0;0;0;0;0;0
470000;Lindo apartamento com 03 dormitórios sendo 1 suíte e 02 dormitórios com armários, sala para 02 ambientes, varanda gourmet, cozinha completa em equipamentos e planejados, 01 banheir...;Santa Cruz; Americana;3;1;2;72;38;380;Nenhuma;2;1;0;1;0;0;1;1
320000;Apartamento para Venda, Residencial Vivre no bairro Vila Palmares, localizado na cidade de Santo André / SP, região ABC.     Com 2 dormitórios, possui 1 banheiro, 2 vagas de garage...;Rua Lauro Muller; Vila Palmares;2;2;1;47;0;360;Nenhuma;2;0;0;0;0;0;0;0
650000;Apartamento 75m2 para venda na Casa Verde, 02 quartos sendo 01 suíte, sala, cozinha, área de serviço, 02 banheiros e 02 vagas de garagem. Lazer completo com piscina, churrasqueira,...;Rua Saguairu; Casa Verde;2;2;2;75;113;580;Nenhuma;2;1;0;0;0;0;0;0
150000;Terreno comercial em avenida 230m² Para maiores informações ou agendar visitas, entrar em contato: Telefone:  Whatsapp:   CRECI: 4306J  WINNER BROKERS A imobiliária que mais cresce...;Jardim Ouro Verde III; Sarandi;1;0;1;230;0;0;Nenhuma;8;0;0;0;0;0;0;0
360000;Casa à venda com ótima localização no Bairro Jardim Elisa, Cidade de Franca SP.  . 177,22m² de área total, sendo 134m² de área construída . Três dormitórios, sendo um suíte . Ampla...;Jardim Elisa; Franca;3;1;2;134;0;0;Nenhuma;6;1;0;0;0;0;0;0
462000;O apartamento no bairro Tabuleiro tem 66 metros quadrados, ITENS:  EMPREENDIMENTO  23 Apartamentos, 3 por andar  Piscina  Salão de festas  Espaço gourmet  Playground  ITENS  APARTA...;Rua Saul Dalago; Lidia Duarte;2;1;3;66;0;0;Nenhuma;2;0;0;0;1;1;0;0
560000;DESCRIÇÃO OD IMÓVEL     2 dormitórios sendo 1 suíte   Banheiro Social   Área de Serviço   Living   Cozinha   Churrasqueira   1 vaga de garagem privativa   Pronto pra morar...;Meia Praia; Itapema;2;1;2;80;0;380;Nenhuma;9;1;0;0;0;0;0;0
80000;Lote plano, murado, em Aldeia, fica numa rua muito tranquila, saindo 3 km da pista de Aldeia com metade do caminho em asfalto, apenas R$ 80.000,00 a vista, agende sua visita: whats...;Estrada de Aldeia; Aldeia;1;0;1;600;0;0;Nenhuma;8;0;0;0;0;0;0;0
320000;Apartamento com área total de 70m², linda vista panorâmica, 1 sala, reformado, armários nos quartos, 1 suíte, banho de empregada, área de serviço independente, 2 vagas de garagem....;Rua Hélcio Correa; Havaí;2;2;1;70;105;300;Nenhuma;2;1;0;0;0;0;0;0
2900000;Apartamento em quadrilátero cobiçado de Ipanema, próximo a Lagoa e Praia posto 10. A área social é composta por ambientes amplos e iluminados com sala em três ambientes, sala de ja...;Ipanema; Rio de Janeiro;3;1;1;168;785;1950;Super destaque;2;0;0;0;0;0;0;0
1490000;Lindíssimo apartamento, finamente mobiliado e projetado por arquiteta, conta com duas suítes, living amplo 3 ambientes com churrasqueira, lavabo, cozinha e área de serviço separada...;Avenida Lageado; Petrópolis;2;3;3;108;1;1000;Super destaque;2;1;0;0;0;0;0;0
1800000;Excelente casa a venda na zona sul de Porto Alegre, situada no bairro Ipanema. São 4 dormitórios, 2 suítes. Peças amplas e muito bem distribuidas pelo imóvel, semi mobiliado. Livin...;Ipanema; Porto Alegre;4;0;4;310;0;0;Super destaque;6;1;0;0;0;0;0;0
178000;"REF:Office715 Terreno no Setor Novo Mundo,Goiânia GO  EXCELENTE OPORTUNIDADE Setor Novo Mundo – Extensão 295,22m² Lote bem localizado; próximo à escolas, mercado etc... Escuta prop...";Rua Cruz Alta; Jardim Novo Mundo Extensao;1;0;1;295;0;0;Nenhuma;8;0;0;0;0;0;0;0
470000;Descrição Oportunidade de apartamento a venda, Muito bem localizado no bairro Jardim Finotti, Possuindo uma área útil de 92,00m², São 3 quartos sendo 1 suíte 1 banheiro social, Sal...;Rua Arlindo Souza Monteiro; Jardim Finotti;3;2;2;92;0;0;Nenhuma;2;1;0;0;0;0;0;0
171000;ÓTIMA OPORTUNIDAE!  Condomínio Residencial Gaudi Life 45m² 02Dorms Sala Cozinha Banheiro Área de Serviço  Condomínio conta com: Quadra, Playground e salão de festa.  Ligue agora e...;Cidade Parque Brasilia; Guarulhos;2;1;1;45;190;290;Nenhuma;9;0;0;0;0;1;0;0
300000;Apartamento a venda Parque Industrial, 60m². 2 dormitórios, suite planejada, sacada gourmet, sala, cozinha planejada, wc social planejado, á/s planejado, garagem Atualizado em;Rua Santarem; Parque Industrial;2;1;1;60;0;252;Nenhuma;2;1;0;1;0;0;1;1
170000;Apartamento localizado próximo ao Centro e avenida bem conhecida e de fácil acesso na avenida general Osório, próximo de tudo,sendo que oferece um certo conforto como estar bem pró...;Rua Jairo Grillo de Lima; Vila Barao;1;1;1;44;42;180;Nenhuma;2;0;0;0;0;0;0;0
267600;Praticidade e um padrão de acabamento Prime! Estamos apresentando o seu novo sonho. Surpreenda se com cada detalhe do Panorama Residenci, qualidade de vida...;Rua José Barra do Nascimento; Eldorado;2;1;2;51;0;0;Nenhuma;9;0;0;0;0;0;0;0
260600;Praticidade e um padrão de acabamento Prime! Estamos apresentando o seu novo sonho. Surpreenda se com cada detalhe do Panorama Residenci, qualidade de vida...;Rua José Barra do Nascimento; Eldorado;2;1;2;51;0;0;Nenhuma;9;0;0;0;0;0;0;0
350000;Excelente casa próximo a USC02 dormitórios sendo 1 suíte02 salascozinhaárea de serviço02 banheirosgaragem para 01 carro;Jardim Brasil; Bauru;2;1;2;200;0;0;Nenhuma;6;1;0;0;0;0;0;0
520000;Apartamento de 66 m² no Condomínio Flex II, com 2 dormitórios com armários planejados, sendo 1 suíte e 1 banheiro social. Sala com 2 ambientes sendo sala de televisão com raque e s...;Jardim Ana Maria; Jundiaí;2;1;2;66;130;600;Nenhuma;2;1;0;0;0;0;1;1
585204;🏢 *QUADRIA Aquarius*  📲 *12 98 8 4 8 2 5 9 5 Pamela   Situado na região mais nobre de São José dos Campos, o *QUADRIA* é um conjunto multifuncional que apresenta em seu programa:...;Avenida Jorge Zarur; Jardim Aquarius;2;1;2;69;500;350;Nenhuma;9;0;0;0;0;0;0;0
255000;CB 823APARTAMENTO TÉRREO COM2 Quartos1 banheiroSacada com churrasqueiraTerraço nos fundosPiso em porcelanatoVaga de garagem privativa;Rua Saul Dalago; Lidia Duarte;2;1;1;65;0;0;Nenhuma;2;0;0;1;0;0;0;1
160000;REF 93670   R$ R$ 160.000,00   Maciel Negócios Imobiliários Ltda   CRECI 11.956 J   www.imobiliariamaciel.com.br Atualizado em;Parque Interlagos; São José dos Campos;1;0;1;152;188;0;Nenhuma;9;0;0;0;0;0;0;0
189500;APARTAMENTO INTEIRO EM PISO FRIO COM 02 DORMITÓRIOS, SALA, COZINHA, WC SOCIAL E 01 VAGA DESCOBERTA DE GARAGEM.   Ref.: REO131872;Rua Laura Maiello Kook; Jardim Novo Mundo;2;1;1;60;0;0;Nenhuma;2;0;0;0;0;0;0;0
189500;APARTAMENTO INTEIRO EM PISO FRIO COM 02 DORMITÓRIOS, SALA, COZINHA, WC SOCIAL E 01 VAGA DESCOBERTA DE GARAGEM.   Ref.: REO127724;Rua Laura Maiello Kook; Jardim Novo Mundo;2;1;1;60;0;0;Nenhuma;2;0;0;0;0;0;0;0
245000;apartamento de 2 quartos, Bairro Planalto composto de: sala 2 ambientes em laminado de madeira, VARANDA, 02 (dois) quartos em laminado de madeira (01 suite com bancada em granito),...;Planalto; Belo Horizonte;2;1;2;65;0;0;Nenhuma;2;1;0;1;0;0;0;0
465000;Predio com infra completa de lazer, Bairro navegantes, 30% ato e prazo direto proprietário. O apartamento está localizado no bairro Navegantes com 65 metros quadrados com 2 quartos...;Rua Moacir; Navegantes;2;1;1;65;1900;300;Nenhuma;2;0;0;0;1;0;0;0
50000;Mais informações: Lívia Sophia (9.1) 9.9.1.1.5.9.4.2.3   Casa excelente no Conjunto Bela Manoela, com 3/4 sendo 1 suíte, 1 banheiro social, sala, cozinha, área de serviço, quintal...;Travessa Seis; Tenoné;3;1;1;95;0;0;Nenhuma;6;1;0;0;0;0;0;0
490000;A térrea no bairro Loteamento Nova Serra Negra possui 44 metros quadrados com 1 quarto sendo 1 suíte e 1 banheiro. Já está com os móveis. Terreno alto, para contemplar o nascer e p...;Rua Domingos Demate; Loteamento Nova Serra Negra;1;2;1;44;0;0;Nenhuma;8;1;0;0;1;0;0;0
580000;Documentação 100% para financiamento  Apartamento na Vila Prudente, com 74 m2 de área útil, 3 dormitórios, sendo uma suíte, banheiro social, sala para 2 ambientes, cozinha aberta,...;Vila Prudente; São Paulo;3;2;2;74;100;560;Nenhuma;2;1;0;0;0;0;0;0
230000;Apartamento para Venda, Portal Santo Andé Condomínio no bairro Parque das Nações, localizado na cidade de Santo André / SP.     Com 2 dormitórios, possui 1 banheiro, 1 vaga de gara...;Rua Coréia; Parque das Nações;2;1;1;58;0;355;Nenhuma;2;0;0;0;0;0;0;0
590000;Maravilhoso apartamento Bairro Valparaiso Próximo da Avenida Portugal centro comercial Andar Alto com vista panorâmica e livre sacada na sala e na suíte suíte com closet  Apartamen...;Vila Valparaiso; Santo André;3;2;2;90;0;400;Nenhuma;2;1;0;1;0;0;0;0
1500000;linda casa em condomínio fechado com 3 dormitórios sendo 01 suíte, lavabo, banheiro social, espaço escritório, lareira, sala de estar/jantar, cozinha planejada, área de serviço, sa...;Pântano do Sul; Florianópolis;3;3;2;220;0;0;Super destaque;6;1;0;0;0;0;1;0
400000;30/10   Ref. Imovel: V40283   Casa Sobrado   Casa / Sobrado   Vila Maria   152m   2 dormitorios.  Essa casa esta localizado no Vila Maria, possui facil acesso as principais vias da...;Vila Maria; São José dos Campos;2;8;2;152;0;0;Super destaque;5;0;0;0;0;0;0;0
